login_hour,session_duration,failed_logins,pages_visited,data_transferred,label
9,34,0,22,362,0
10,29,0,3,419,0
16,29,0,3,387,0
17,65,1,22,471,0
13,109,1,5,99,0
17,115,0,20,330,0
15,84,0,13,484,0
18,81,0,7,14,0
15,51,0,6,16,0
17,5,0,22,460,0
11,12,1,16,188,0
9,72,0,10,467,0
14,85,0,19,152,0
15,89,1,19,181,0
15,85,0,3,307,0
18,93,0,21,247,0
8,86,1,19,455,0
16,23,1,10,18,0
13,23,0,23,141,0
9,93,1,29,280,0
18,93,1,7,314,0
13,25,0,20,445,0
18,32,1,27,362,0
17,69,1,29,443,0
16,114,1,29,207,0
18,39,0,20,385,0
8,28,1,18,465,0
13,43,0,17,299,0
12,101,0,1,280,0
11,108,1,14,467,0
14,20,1,3,387,0
13,80,0,10,273,0
11,10,1,18,17,0
14,49,1,18,442,0
8,33,1,2,92,0
14,39,1,15,202,0
12,62,1,20,371,0
18,69,1,24,25,0
11,40,0,7,450,0
18,111,1,19,427,0
18,116,1,18,285,0
15,54,0,12,105,0
12,18,0,7,183,0
10,69,1,25,40,0
17,114,0,17,77,0
10,88,1,14,214,0
18,18,0,11,359,0
8,56,1,13,375,0
13,60,1,27,418,0
18,54,1,24,384,0
17,64,1,25,428,0
17,92,0,11,302,0
12,6,0,23,159,0
8,102,0,12,281,0
16,80,1,4,64,0
15,81,1,5,407,0
9,29,1,29,101,0
11,8,1,7,379,0
18,77,1,3,246,0
13,114,0,14,225,0
10,68,0,18,368,0
14,73,0,26,53,0
16,113,0,28,230,0
14,41,1,7,415,0
17,19,1,26,161,0
13,64,0,25,112,0
17,11,0,22,485,0
17,53,1,26,251,0
9,14,1,2,444,0
13,30,1,21,253,0
12,56,0,9,233,0
8,75,1,24,417,0
13,93,1,24,142,0
12,40,0,19,437,0
10,99,0,27,426,0
18,87,1,21,10,0
12,118,1,13,426,0
10,50,1,28,421,0
12,108,0,12,344,0
10,35,1,3,208,0
12,50,0,18,320,0
10,79,0,2,429,0
10,13,0,3,92,0
18,91,0,1,418,0
13,99,1,5,29,0
9,48,1,16,448,0
12,29,1,7,91,0
13,79,0,8,199,0
13,78,1,13,201,0
15,18,1,29,212,0
13,16,0,25,205,0
8,47,1,4,456,0
11,120,0,27,126,0
18,68,0,9,393,0
18,69,1,18,465,0
8,46,0,2,206,0
11,63,0,17,22,0
10,13,1,13,64,0
17,50,1,30,134,0
11,69,0,18,56,0
8,29,0,6,464,0
16,87,1,24,438,0
11,37,0,1,264,0
10,59,1,6,44,0
18,9,0,22,73,0
12,34,1,21,133,0
9,79,0,5,133,0
8,86,1,27,432,0
10,36,1,16,463,0
16,64,1,14,451,0
13,55,0,7,132,0
18,24,0,2,451,0
17,22,1,1,51,0
15,27,1,10,134,0
16,5,1,23,37,0
9,18,0,18,281,0
14,54,1,13,339,0
9,106,0,7,179,0
18,40,0,25,355,0
18,101,1,26,381,0
15,32,0,1,360,0
10,99,1,28,155,0
8,43,1,15,407,0
10,30,0,15,486,0
18,104,1,15,172,0
8,91,0,14,314,0
9,104,0,18,58,0
9,12,1,19,389,0
14,17,0,17,42,0
17,81,0,2,95,0
9,117,0,29,362,0
16,106,1,5,73,0
8,12,1,8,278,0
16,46,1,16,228,0
8,120,0,22,466,0
15,119,0,14,365,0
11,9,0,28,117,0
12,91,0,12,151,0
11,43,1,16,46,0
12,95,1,23,20,0
15,94,1,11,70,0
18,14,1,6,394,0
9,67,1,1,427,0
11,115,1,13,290,0
12,60,1,19,53,0
10,119,0,12,105,0
9,101,0,29,34,0
8,76,1,2,239,0
16,116,0,2,20,0
8,54,0,11,38,0
12,105,0,1,442,0
11,62,0,25,81,0
15,13,0,29,39,0
8,10,0,7,19,0
17,77,1,4,246,0
11,42,0,21,496,0
12,106,0,13,489,0
12,38,1,12,275,0
14,14,1,10,321,0
12,68,1,1,28,0
15,107,1,17,311,0
12,118,0,27,18,0
12,81,0,26,212,0
11,113,0,19,187,0
14,98,0,12,399,0
8,35,1,1,247,0
12,114,1,13,205,0
18,35,1,2,153,0
10,97,0,12,15,0
11,88,0,13,350,0
18,103,0,5,428,0
12,54,0,24,128,0
13,58,0,3,62,0
12,63,1,14,407,0
9,61,1,6,313,0
13,46,1,17,195,0
14,27,0,30,233,0
18,44,1,25,67,0
8,110,1,25,213,0
8,53,1,24,90,0
11,64,0,30,294,0
15,30,0,8,64,0
9,47,0,10,45,0
16,40,1,3,247,0
12,67,0,20,366,0
11,27,0,16,319,0
8,88,0,17,195,0
13,96,1,29,488,0
12,29,0,1,274,0
15,16,0,16,442,0
18,74,0,23,89,0
17,46,1,20,241,0
16,107,0,12,304,0
10,63,1,7,96,0
17,109,1,14,97,0
16,99,1,1,98,0
14,41,1,19,306,0
16,86,1,12,174,0
14,61,0,7,241,0
15,35,0,25,220,0
13,12,1,1,217,0
15,35,0,7,85,0
12,24,1,28,198,0
15,45,1,10,84,0
12,78,1,17,96,0
11,72,1,27,287,0
12,97,0,17,434,0
14,71,1,15,124,0
18,23,0,29,368,0
15,76,1,2,434,0
17,89,1,24,108,0
8,18,1,8,147,0
11,84,0,5,370,0
8,71,0,9,418,0
16,48,0,17,357,0
17,40,1,2,147,0
8,106,0,29,189,0
14,65,0,27,389,0
12,44,1,25,119,0
15,104,0,7,485,0
9,23,1,12,233,0
14,119,1,23,495,0
12,14,0,2,93,0
10,26,1,29,63,0
9,44,0,17,440,0
12,71,1,22,25,0
13,108,1,6,141,0
18,13,0,27,157,0
11,66,1,20,48,0
9,35,1,19,298,0
15,97,0,30,325,0
11,20,0,19,435,0
13,79,0,26,396,0
9,67,0,19,133,0
12,80,1,23,12,0
15,12,1,19,185,0
17,23,0,18,111,0
13,48,1,28,301,0
11,112,1,28,128,0
10,72,0,25,498,0
17,24,1,3,277,0
13,115,0,15,33,0
10,15,0,5,143,0
13,64,0,16,277,0
13,82,1,25,466,0
17,58,0,26,402,0
14,30,0,16,245,0
12,17,0,5,372,0
16,11,1,19,84,0
14,33,0,14,230,0
13,6,0,2,397,0
13,49,0,7,355,0
11,12,1,21,471,0
17,108,1,28,265,0
12,11,1,29,320,0
10,82,0,2,38,0
13,78,0,22,300,0
13,75,0,25,306,0
10,22,1,13,447,0
12,87,1,12,199,0
15,59,0,7,36,0
15,70,1,21,253,0
17,51,0,29,139,0
12,15,1,9,438,0
15,25,1,17,113,0
13,48,0,15,159,0
17,101,1,26,32,0
12,17,0,20,143,0
18,8,0,5,250,0
17,67,1,1,381,0
13,86,0,2,51,0
18,113,1,3,40,0
8,52,0,20,432,0
16,118,1,10,289,0
13,22,0,28,140,0
12,107,1,9,86,0
9,58,0,18,487,0
15,90,0,3,315,0
9,64,0,10,411,0
9,75,1,10,76,0
17,118,0,19,396,0
10,52,0,30,347,0
12,56,0,12,462,0
10,44,1,29,418,0
17,83,1,1,133,0
16,118,0,27,452,0
9,102,0,26,287,0
14,11,1,1,393,0
16,94,1,9,203,0
16,20,0,17,461,0
16,117,0,25,294,0
10,120,0,14,223,0
11,28,0,13,147,0
14,23,0,4,295,0
15,8,0,15,236,0
8,101,1,26,284,0
8,43,0,2,314,0
15,54,1,29,285,0
10,102,0,26,83,0
15,115,1,11,104,0
9,61,0,16,253,0
17,79,0,2,80,0
14,53,1,11,479,0
13,79,0,5,126,0
13,27,1,22,11,0
18,11,1,2,162,0
12,109,0,8,64,0
13,93,0,30,401,0
16,27,0,26,345,0
18,45,1,6,479,0
8,50,1,29,11,0
10,93,1,8,459,0
16,30,0,3,120,0
8,25,1,9,150,0
12,84,1,20,184,0
16,59,1,16,137,0
12,45,1,5,80,0
13,58,0,15,427,0
16,96,1,9,176,0
13,90,0,28,31,0
9,32,0,23,74,0
12,28,0,8,52,0
17,30,0,29,418,0
15,77,1,10,446,0
11,11,0,8,71,0
11,97,1,26,434,0
10,17,1,13,293,0
18,17,1,3,344,0
8,94,1,29,260,0
10,67,1,23,500,0
15,41,1,28,145,0
9,87,1,16,348,0
17,48,1,19,114,0
14,113,0,13,441,0
11,62,1,29,83,0
8,19,1,19,303,0
18,107,1,21,36,0
16,114,0,23,102,0
18,79,1,15,172,0
12,85,1,4,128,0
11,6,1,12,348,0
13,104,1,3,194,0
18,15,0,22,296,0
12,85,0,12,226,0
18,70,0,13,199,0
18,100,1,7,310,0
14,9,1,5,220,0
9,23,0,21,400,0
8,63,1,20,143,0
16,108,0,12,371,0
16,58,0,13,288,0
13,45,1,20,295,0
9,32,1,23,457,0
14,88,0,6,409,0
9,72,0,15,185,0
13,103,1,27,87,0
8,39,0,21,404,0
14,28,1,24,356,0
11,112,1,20,420,0
10,59,1,14,83,0
10,92,1,7,315,0
14,55,0,4,298,0
16,99,1,29,145,0
8,16,1,1,488,0
15,29,1,23,479,0
12,41,1,16,432,0
10,63,0,27,154,0
11,59,0,14,275,0
8,55,0,2,388,0
13,116,0,2,225,0
17,113,1,3,488,0
13,45,0,20,172,0
9,93,1,17,91,0
16,71,0,27,313,0
16,58,1,13,264,0
16,116,1,21,221,0
18,7,0,20,432,0
12,42,1,12,180,0
13,14,0,27,352,0
12,58,1,26,215,0
15,53,0,5,263,0
8,99,0,22,243,0
8,105,0,19,86,0
16,11,0,2,161,0
12,89,1,21,403,0
18,22,0,28,180,0
10,32,1,14,334,0
17,33,1,16,306,0
17,109,1,1,222,0
13,77,1,4,449,0
13,22,1,8,490,0
11,17,1,11,397,0
12,114,1,3,125,0
18,97,0,1,455,0
9,9,1,1,165,0
15,120,1,25,106,0
16,97,0,19,311,0
12,71,0,1,74,0
12,92,1,9,264,0
18,31,1,8,381,0
18,38,0,6,496,0
17,42,1,5,321,0
10,37,1,30,167,0
12,52,0,10,152,0
9,67,0,27,208,0
18,114,0,19,212,0
13,91,1,19,51,0
15,19,1,18,289,0
11,38,1,14,268,0
15,53,1,4,52,0
17,95,0,16,293,0
9,105,0,25,222,0
11,40,1,1,74,0
14,90,1,27,422,0
17,69,0,10,381,0
14,103,0,1,292,0
13,6,0,25,375,0
13,113,0,11,164,0
11,93,0,6,302,0
11,44,0,30,472,0
13,97,1,23,434,0
15,11,0,2,127,0
18,109,1,7,200,0
18,41,1,19,267,0
10,58,0,8,412,0
10,36,1,12,490,0
14,12,1,25,365,0
12,45,0,3,441,0
17,99,1,25,126,0
14,27,0,4,26,0
18,71,1,6,178,0
17,20,1,13,454,0
15,109,0,29,461,0
14,59,1,3,16,0
15,87,1,10,282,0
15,64,0,10,439,0
16,36,0,17,432,0
13,12,0,26,369,0
11,106,0,21,383,0
12,21,1,16,252,0
11,41,1,8,153,0
8,44,0,15,422,0
9,10,0,9,68,0
10,94,0,2,205,0
18,9,0,17,462,0
10,90,0,13,98,0
8,95,1,27,278,0
14,63,1,7,97,0
18,85,0,25,266,0
9,103,1,24,68,0
18,24,1,12,33,0
17,22,0,4,56,0
11,26,0,28,358,0
10,51,0,4,358,0
11,70,1,26,462,0
13,56,1,9,323,0
11,14,0,22,475,0
14,117,0,14,71,0
17,25,0,18,412,0
11,110,1,11,481,0
18,90,1,18,422,0
10,9,0,21,330,0
8,54,1,14,108,0
8,64,0,10,286,0
17,103,1,4,283,0
8,53,0,14,468,0
11,30,0,16,292,0
11,23,1,19,365,0
8,72,1,22,113,0
16,34,1,4,272,0
9,20,0,8,402,0
12,5,0,2,448,0
14,47,1,12,136,0
15,33,0,20,335,0
18,116,1,7,391,0
10,24,0,18,75,0
13,30,0,19,234,0
9,92,1,20,36,0
12,42,1,20,59,0
13,79,1,15,322,0
12,91,1,12,273,0
12,48,0,23,332,0
11,101,0,30,101,0
16,92,1,28,188,0
17,42,1,12,348,0
18,113,0,21,36,0
13,114,1,23,86,0
8,109,1,5,217,0
13,23,0,27,307,0
15,36,1,19,227,0
17,52,1,8,425,0
8,41,1,15,111,0
14,86,0,24,435,0
9,26,1,26,51,0
11,6,0,8,296,0
8,40,0,21,51,0
10,69,1,9,164,0
11,31,0,16,211,0
10,82,0,28,458,0
18,30,1,18,425,0
14,119,1,28,189,0
17,21,1,7,401,0
8,7,1,17,297,0
12,7,0,5,407,0
17,29,1,9,191,0
13,36,1,5,240,0
16,112,1,30,53,0
17,64,1,8,218,0
8,25,1,21,198,0
18,72,1,14,118,0
18,23,0,12,219,0
11,11,1,23,472,0
14,16,0,15,376,0
8,66,1,10,374,0
11,36,1,1,246,0
10,105,1,13,155,0
13,111,1,9,253,0
8,16,0,5,110,0
12,8,1,22,166,0
17,97,0,19,388,0
13,67,0,3,161,0
17,94,1,13,214,0
17,42,1,9,337,0
14,18,1,24,172,0
15,20,0,28,92,0
16,118,0,6,201,0
17,51,0,29,63,0
13,18,1,10,239,0
13,56,1,6,166,0
14,74,0,21,248,0
17,10,0,16,18,0
14,31,0,22,171,0
15,73,0,18,459,0
9,117,0,9,31,0
17,71,1,3,24,0
12,54,0,18,391,0
18,23,1,9,382,0
12,10,1,5,85,0
17,31,0,7,442,0
17,41,1,20,71,0
9,61,1,14,232,0
11,36,1,5,64,0
17,8,1,17,315,0
10,80,1,27,285,0
8,81,1,28,238,0
8,66,0,24,390,0
8,117,1,4,281,0
16,52,0,16,178,0
11,26,0,2,223,0
15,79,0,9,63,0
11,111,1,20,246,0
13,76,1,25,202,0
11,30,0,14,374,0
12,53,1,7,119,0
11,29,0,6,130,0
10,103,1,3,391,0
11,80,0,11,209,0
15,114,0,8,307,0
15,116,1,14,362,0
11,116,1,23,75,0
14,13,0,11,368,0
11,106,0,24,446,0
11,52,1,5,210,0
8,120,1,13,488,0
18,87,0,16,47,0
18,75,0,9,183,0
10,22,1,5,99,0
15,43,1,6,457,0
9,69,0,24,358,0
16,99,1,3,387,0
17,109,1,22,360,0
14,49,1,3,281,0
13,31,0,15,80,0
12,49,0,5,11,0
15,88,1,21,211,0
9,73,0,18,58,0
10,68,0,13,188,0
18,41,1,15,14,0
10,67,0,7,403,0
15,109,1,23,435,0
15,39,0,23,358,0
14,15,0,20,76,0
15,116,1,15,466,0
16,74,1,15,324,0
9,74,1,16,298,0
10,55,1,29,425,0
9,47,0,7,143,0
8,50,0,8,265,0
14,45,1,13,301,0
14,76,1,19,482,0
12,24,1,25,359,0
10,96,0,24,383,0
9,52,1,22,361,0
14,31,0,22,342,0
13,35,0,24,448,0
16,118,1,7,242,0
8,99,1,18,495,0
12,119,0,7,97,0
16,59,0,17,428,0
12,75,0,4,354,0
15,78,0,27,155,0
9,63,1,27,434,0
9,41,0,4,70,0
9,70,0,29,240,0
17,80,1,21,244,0
16,100,1,14,163,0
9,113,0,21,188,0
15,113,1,26,474,0
11,119,1,21,83,0
13,5,0,20,31,0
18,97,0,27,75,0
17,49,1,9,349,0
14,32,0,27,149,0
18,83,0,4,211,0
11,51,1,24,228,0
14,24,0,29,16,0
17,40,0,2,262,0
10,37,0,5,47,0
14,20,0,25,371,0
17,76,0,13,173,0
8,81,0,25,71,0
18,16,0,7,388,0
8,39,0,11,214,0
14,40,1,13,229,0
15,48,0,15,192,0
12,50,0,11,363,0
18,12,0,22,174,0
15,93,0,15,226,0
12,66,0,11,241,0
17,43,1,30,20,0
10,12,0,17,237,0
8,99,0,8,167,0
8,110,1,30,455,0
16,14,1,29,266,0
10,39,1,28,84,0
18,88,1,9,164,0
9,80,0,19,385,0
17,93,0,3,301,0
12,109,0,17,71,0
11,107,0,29,86,0
9,10,0,27,336,0
9,68,1,17,388,0
18,119,1,4,319,0
8,70,1,28,170,0
11,79,0,21,149,0
8,8,1,6,203,0
8,81,1,12,93,0
13,60,1,20,171,0
17,60,1,23,175,0
9,56,1,20,480,0
10,84,0,14,318,0
12,16,0,13,90,0
10,58,0,15,100,0
15,101,0,2,340,0
14,104,0,23,188,0
8,111,0,16,356,0
8,102,0,29,448,0
9,102,1,3,277,0
10,56,0,18,469,0
16,21,0,27,183,0
15,38,0,16,461,0
9,101,1,2,348,0
15,90,1,2,350,0
10,25,0,29,328,0
17,99,1,11,26,0
18,18,1,7,289,0
14,59,0,28,470,0
8,105,1,17,160,0
11,116,1,9,42,0
9,65,1,29,96,0
11,44,0,26,491,0
15,100,1,12,476,0
9,28,1,7,406,0
9,10,1,21,51,0
11,36,0,19,476,0
16,48,1,5,27,0
17,53,1,22,111,0
12,69,1,20,51,0
9,68,1,24,38,0
13,83,0,23,178,0
13,28,1,3,48,0
12,30,1,27,233,0
14,100,1,24,14,0
9,28,1,30,180,0
9,48,0,6,92,0
18,39,1,1,422,0
8,108,0,1,263,0
9,94,0,3,99,0
13,102,0,1,412,0
13,97,1,21,404,0
14,93,1,16,48,0
9,87,1,30,224,0
8,90,0,6,425,0
11,13,1,25,76,0
8,78,1,13,99,0
17,33,0,4,202,0
11,97,0,11,347,0
9,24,0,24,219,0
12,97,1,30,116,0
18,101,0,5,306,0
16,111,1,21,116,0
17,62,1,20,480,0
11,32,0,24,416,0
11,45,1,20,487,0
16,28,1,10,39,0
9,107,0,28,37,0
9,64,1,11,284,0
15,118,1,25,356,0
17,57,1,9,183,0
8,84,1,2,243,0
14,10,1,11,288,0
18,93,1,4,66,0
16,76,0,2,106,0
10,58,1,9,397,0
9,80,0,8,485,0
12,22,0,5,315,0
9,85,1,1,260,0
11,102,0,24,118,0
16,34,1,10,328,0
16,62,0,13,335,0
17,108,0,6,407,0
17,106,0,13,148,0
8,63,1,17,78,0
11,65,0,30,414,0
12,105,1,20,245,0
11,5,1,12,218,0
14,68,0,24,119,0
9,43,1,16,376,0
16,120,1,7,480,0
18,51,1,19,396,0
13,59,1,24,264,0
17,50,1,17,114,0
8,67,0,7,358,0
17,55,1,2,413,0
9,92,0,1,487,0
12,27,0,19,106,0
12,55,1,22,32,0
16,62,1,22,128,0
13,16,1,8,340,0
10,60,0,20,462,0
12,12,0,27,488,0
14,102,1,23,437,0
18,106,1,12,470,0
9,90,0,19,264,0
17,108,1,5,414,0
15,54,1,24,389,0
10,31,0,6,288,0
9,65,1,24,179,0
8,37,0,12,443,0
13,82,0,24,241,0
17,112,1,18,169,0
12,13,0,27,20,0
12,50,1,21,435,0
12,45,0,27,344,0
10,82,0,29,232,0
17,28,1,7,406,0
12,6,1,23,423,0
8,63,1,12,97,0
14,53,0,25,91,0
11,27,1,29,217,0
10,118,1,26,77,0
18,13,1,27,280,0
12,24,0,25,385,0
12,109,0,27,165,0
14,102,0,16,75,0
13,7,1,13,288,0
17,56,1,13,129,0
18,17,1,19,71,0
18,75,0,29,423,0
16,12,0,3,38,0
10,51,1,1,398,0
17,82,1,21,417,0
14,90,1,14,156,0
14,40,0,19,430,0
12,92,0,4,363,0
14,5,1,14,51,0
18,71,1,13,274,0
15,66,0,3,236,0
18,78,0,22,284,0
12,21,1,6,495,0
16,104,1,16,123,0
9,104,1,11,142,0
15,65,1,17,168,0
14,6,1,26,115,0
12,54,1,24,342,0
18,82,1,11,472,0
12,102,0,5,420,0
12,23,0,15,56,0
18,51,0,9,154,0
8,45,1,9,36,0
10,36,0,5,116,0
13,40,0,29,117,0
14,52,0,6,397,0
9,120,1,14,50,0
8,86,1,26,464,0
14,73,0,29,321,0
8,102,1,20,49,0
12,57,1,14,425,0
12,104,1,16,443,0
11,35,1,21,188,0
13,111,0,23,426,0
11,98,0,6,153,0
16,71,1,9,55,0
10,40,0,17,116,0
16,10,0,8,62,0
13,99,0,8,131,0
14,56,1,10,344,0
10,79,0,14,83,0
15,73,0,30,12,0
12,64,1,7,466,0
18,44,1,20,36,0
11,54,1,30,19,0
15,78,1,7,388,0
14,96,0,21,202,0
13,98,1,16,442,0
15,88,0,29,195,0
16,56,0,4,299,0
13,93,0,16,369,0
13,85,1,22,453,0
11,118,1,10,395,0
17,91,0,24,493,0
12,108,0,4,415,0
8,50,0,19,182,0
15,75,1,20,194,0
16,80,1,19,237,0
14,99,0,30,272,0
12,11,0,4,445,0
16,54,0,15,309,0
17,62,1,4,27,0
8,74,0,12,89,0
11,119,0,15,435,0
10,25,1,3,456,0
8,80,1,2,283,0
14,55,1,10,266,0
13,102,0,5,29,0
9,29,1,6,356,0
8,21,1,7,250,0
15,39,1,6,428,0
8,86,0,15,308,0
8,22,1,21,294,0
8,5,1,7,248,0
11,98,0,21,143,0
15,87,1,26,322,0
16,102,1,3,463,0
12,97,0,1,25,0
15,69,1,25,245,0
17,84,1,16,376,0
12,82,1,2,40,0
17,87,0,15,219,0
17,94,1,19,307,0
17,83,1,28,472,0
15,65,1,25,391,0
18,119,1,30,172,0
11,61,0,22,280,0
15,23,0,11,492,0
17,64,1,4,129,0
11,112,0,13,290,0
16,33,0,4,136,0
11,117,0,24,436,0
9,107,1,11,392,0
10,89,0,1,223,0
13,52,0,18,330,0
14,45,0,25,103,0
12,25,1,19,467,0
8,23,0,28,348,0
16,95,0,7,237,0
17,120,0,22,101,0
9,27,0,9,322,0
12,24,1,8,215,0
14,104,0,1,178,0
13,44,0,16,26,0
8,103,0,16,241,0
18,29,0,8,256,0
8,26,1,27,377,0
11,112,1,12,437,0
15,85,0,20,286,0
9,71,0,10,40,0
12,52,1,25,154,0
15,18,0,26,156,0
10,29,1,5,251,0
8,108,1,21,220,0
14,29,0,9,160,0
8,93,0,21,214,0
10,44,1,7,359,0
14,48,0,2,65,0
8,16,0,1,166,0
13,91,1,3,45,0
18,38,1,29,43,0
16,31,0,23,469,0
15,53,0,25,293,0
17,13,1,12,60,0
18,85,0,20,414,0
9,118,1,4,12,0
10,42,0,4,60,0
16,39,0,10,60,0
15,115,1,22,435,0
8,24,1,11,26,0
14,6,1,25,70,0
10,90,1,25,28,0
11,110,0,6,329,0
15,39,1,19,411,0
18,22,1,30,254,0
16,81,1,1,490,0
10,34,1,16,251,0
12,16,0,8,98,0
14,37,0,9,474,0
14,17,1,29,84,0
9,66,1,5,12,0
14,106,0,16,181,0
18,22,1,21,489,0
17,86,0,10,205,0
8,50,1,30,29,0
14,22,1,23,158,0
13,52,0,8,354,0
14,107,1,2,340,0
10,58,0,27,124,0
18,31,1,16,463,0
15,87,0,11,159,0
15,43,1,7,87,0
16,28,0,19,56,0
8,120,0,4,179,0
11,48,1,26,333,0
15,13,1,29,444,0
12,70,1,4,240,0
14,106,1,26,410,0
10,28,1,13,133,0
16,109,1,28,333,0
18,27,0,7,376,0
12,52,1,23,21,0
13,100,1,25,327,0
14,42,0,1,425,0
11,43,1,10,187,0
14,118,1,9,371,0
8,38,1,26,357,0
17,102,1,1,343,0
14,49,1,19,322,0
16,14,1,16,461,0
14,65,1,5,184,0
18,6,1,26,244,0
17,71,1,25,441,0
17,58,1,9,429,0
8,108,0,27,142,0
13,58,0,25,460,0
10,34,0,9,69,0
11,110,0,6,241,0
11,74,1,22,384,0
11,49,1,27,309,0
12,71,0,5,270,0
17,115,1,2,254,0
17,106,0,5,73,0
16,19,0,24,298,0
18,35,0,17,201,0
10,49,0,13,474,0
17,96,1,21,364,0
13,108,0,30,432,0
16,54,1,29,364,0
18,13,0,27,489,0
14,10,0,27,254,0
9,10,1,11,171,0
17,112,0,19,143,0
9,85,1,16,403,0
14,60,0,2,93,0
18,92,1,10,416,0
16,61,1,6,171,0
8,78,0,12,174,0
14,110,1,9,232,0
14,119,1,19,65,0
11,50,0,7,308,0
12,48,0,10,96,0
13,61,1,4,446,0
13,37,1,14,209,0
9,114,0,17,458,0
11,82,0,24,375,0
15,72,0,24,350,0
17,79,0,6,141,0
9,112,1,19,481,0
11,47,1,2,249,0
14,56,1,1,416,0
9,96,1,24,136,0
15,28,1,15,248,0
14,114,1,11,93,0
15,56,1,26,15,0
11,35,0,13,128,0
10,116,1,7,330,0
12,53,1,23,445,0
10,98,1,2,474,0
15,48,0,25,166,0
17,26,0,19,160,0
11,26,1,18,43,0
16,51,1,15,301,0
10,21,1,16,372,0
9,116,1,18,157,0
18,35,0,15,175,0
18,102,0,1,158,0
8,51,1,26,339,0
9,56,0,28,416,0
17,7,0,22,81,0
10,99,0,25,270,0
14,80,1,16,277,0
11,92,0,10,392,0
17,72,1,23,315,0
17,83,1,20,101,0
12,53,1,21,256,0
10,57,1,12,279,0
11,8,0,16,432,0
10,28,0,28,365,0
13,74,0,21,192,0
14,39,1,3,36,0
17,109,0,10,199,0
16,44,0,23,317,0
16,117,1,12,187,0
18,45,1,23,210,0
10,52,0,4,229,0
16,70,0,2,355,0
12,82,1,3,463,0
8,57,1,18,367,0
11,61,1,26,24,0
16,110,1,14,214,0
10,101,0,21,391,0
14,30,0,11,297,0
14,114,0,19,372,0
14,16,1,19,44,0
14,73,1,13,287,0
15,97,1,20,431,0
16,58,0,9,356,0
14,19,0,19,407,0
9,75,0,3,440,0
15,59,1,3,92,0
11,112,1,9,498,0
18,59,0,17,306,0
12,44,1,10,371,0
15,104,0,1,166,0
15,26,1,26,48,0
15,5,0,14,30,0
16,103,0,4,398,0
15,11,1,18,431,0
15,34,1,27,279,0
12,116,1,8,358,0
14,44,0,14,478,0
16,74,0,9,208,0
9,60,1,7,247,0
11,39,1,24,419,0
16,102,0,7,67,0
18,99,0,11,398,0
17,93,0,3,274,0
10,74,1,22,258,0
13,38,0,19,187,0
10,14,1,25,313,0
18,83,0,22,298,0
14,89,0,29,109,0
18,29,1,22,343,0
12,40,1,15,478,0
9,26,0,23,392,0
9,112,1,6,219,0
12,19,1,26,55,0
11,113,1,3,449,0
15,20,0,12,472,0
14,109,1,6,300,0
14,53,1,16,406,0
16,6,1,20,332,0
13,80,1,25,193,0
8,16,0,25,387,0
10,14,0,29,84,0
9,101,1,6,47,0
17,91,0,18,70,0
15,75,1,28,110,0
13,54,1,22,330,0
12,109,1,22,102,0
15,57,0,16,15,0
14,42,1,15,369,0
11,45,0,25,243,0
12,46,0,11,340,0
13,19,0,29,418,0
8,60,1,25,246,0
8,25,0,28,450,0
12,6,1,8,276,0
9,91,0,23,451,0
11,102,0,23,347,0
18,84,0,24,286,0
11,53,0,29,489,0
14,56,1,21,463,0
8,69,1,9,281,0
18,72,1,18,151,0
18,120,1,27,175,0
13,42,0,9,191,0
18,20,0,18,144,0
12,6,0,21,175,0
18,57,1,15,147,0
18,109,1,11,462,0
8,90,1,17,131,0
15,56,1,9,238,0
10,30,0,8,66,0
9,74,0,6,173,0
18,73,0,30,178,0
8,103,1,29,464,0
11,90,0,6,20,0
15,41,1,19,355,0
13,55,1,20,45,0
15,56,1,17,342,0
16,80,1,21,441,0
13,93,0,11,196,0
14,64,0,26,441,0
12,8,1,12,304,0
11,104,0,13,141,0
15,7,0,4,192,0
13,84,0,2,79,0
17,83,1,22,301,0
12,13,1,21,459,0
10,73,1,22,69,0
15,7,1,20,174,0
10,10,0,16,329,0
8,79,0,4,67,0
10,105,0,17,170,0
13,26,0,10,66,0
13,69,1,3,307,0
18,34,0,26,395,0
11,83,1,15,478,0
10,56,0,20,155,0
16,38,0,27,249,0
10,104,1,25,132,0
13,41,0,7,217,0
13,72,0,1,390,0
11,77,1,13,137,0
8,11,1,23,382,0
15,74,1,24,162,0
10,71,0,8,153,0
15,39,1,17,53,0
11,85,0,8,261,0
18,90,0,8,461,0
12,42,1,24,30,0
9,90,1,13,149,0
18,85,1,26,479,0
15,96,1,12,338,0
9,80,1,13,353,0
10,26,1,5,223,0
17,40,0,29,87,0
15,109,1,28,185,0
9,11,1,23,94,0
18,106,1,22,47,0
15,97,1,11,191,0
15,57,0,2,456,0
12,106,1,28,309,0
13,115,1,28,459,0
17,34,1,16,159,0
16,63,1,16,455,0
11,41,0,28,313,0
10,81,1,21,208,0
14,47,0,22,489,0
8,53,1,27,299,0
16,54,1,16,69,0
12,72,0,25,33,0
10,31,0,19,259,0
8,32,0,28,394,0
9,107,0,18,446,0
13,110,1,15,148,0
10,78,1,26,469,0
11,40,1,17,47,0
18,105,1,20,172,0
18,36,0,26,234,0
11,98,1,4,108,0
8,99,0,5,272,0
13,41,1,7,357,0
15,75,1,2,486,0
9,94,1,27,271,0
